date,ndvi_mean,ndvi_max,ndvi_min,ndvi_median,ndvi_stdDev
2023-02-15,0.11649325348822176,0.44113263785394935,0.017779743476337904,0.10449289529281554,0.058281979181455563
2023-03-22,0.6731516382227223,0.90658638934501,-0.28122481869460114,0.7069749350524938,0.14690014841966736
2023-03-27,0.6595827463076571,0.8942383583267561,0.0831615120274914,0.6933723325358517,0.14880559901142562
2023-04-01,0.6757531494721604,0.9304347826086956,-0.054187192118226604,0.693437474427101,0.15973057944607116
2023-04-06,0.6148326123229739,0.9038243089738736,0.04229195088676671,0.6268546483120836,0.16938646503814395
2023-04-21,0.5317733832236547,0.8917879703378193,0.06071871127633209,0.6036353809829611,0.21414578490270092
2023-04-26,0.5131209051214329,0.914410480349345,0.04715447154471545,0.575748208937992,0.26099198974680066
2023-05-06,0.4447109259167917,0.8808761998523259,0.05740181268882175,0.31476946664043676,0.26399620382553746
2023-05-11,0.4173280460540025,0.8819255222524978,0.07329192546583851,0.2516901313726755,0.26650324037540957
2023-05-16,0.4369957956075154,0.9014750904536599,0.06573069559668156,0.27929304906720326,0.2685253569307715
2023-05-26,0.4019552818953926,0.8756533700137552,0.09636184857423795,0.2713669042163517,0.23528741070392425
2023-06-05,0.40865215876294064,0.8916372202591284,0.10163111668757842,0.2674923696759988,0.24295631505973292
2023-06-10,0.3879702203934266,0.8642611683848798,0.07360157016683022,0.2597839627208241,0.23541650502106495
2023-06-20,0.3932218196896944,0.863491141446413,-0.014925373134328358,0.2949432412038704,0.22353957616057776
2023-06-30,0.3782173722273713,0.8496484586262845,-0.12159468438538205,0.29500400104945745,0.20672914677626908
2023-07-05,0.37379568639415606,0.855268091488564,-0.0017937219730941704,0.3029491334814647,0.19967114954317822
2023-07-10,0.33562552340968166,0.8180818906292938,0.012716281008963937,0.2793757051396201,0.1837904590540733
2023-07-15,0.35027009068541376,0.8935384615384615,0.06633234556644632,0.29460969162143663,0.19425340523799875
2023-07-20,0.25898054924834196,0.7610789980732178,-0.054083484573502726,0.22440894565469646,0.12454356426232306
2023-07-25,0.33206765287608836,0.854554480019856,0.08774735158904658,0.2910308956193871,0.18036583029603895
2023-07-30,0.3175861726041473,0.8327581629944253,0.05203286286075416,0.2791370044708238,0.17339083811815473
2023-08-04,0.32561115320250117,0.822287677957781,0.09156517816869644,0.2950854537494634,0.16092898576551606
2023-08-09,0.25815085456958575,0.7652846099789178,0.04734982332155477,0.2285765073324857,0.13374552846815815
2023-08-14,0.29728711274503916,0.8393612024424613,0.06475409836065574,0.2713962093783115,0.15703866994839508
2023-08-19,0.2918293947621765,0.8408979990239142,0.0725338491295938,0.26760104829155956,0.15699079698557622
2023-08-24,0.08519525632232945,0.769025641025641,-0.31070195627157654,0.058742329048044196,0.1540231218675268
2023-09-03,0.29692695163957467,0.8387356013929815,0.07564665690580771,0.26365764723995955,0.1656658531471614
2023-09-08,0.31761990579876126,0.8592199399953843,0.07976025818349469,0.2832345667601836,0.17006830977588208
2023-09-13,0.3156230935280512,0.8358358358358359,0.08869565217391304,0.2831466065466218,0.16653108960162946
2023-09-18,0.3073906732553132,0.8647031753336402,0.08285839544059623,0.2753678800049886,0.1662428455094645
2023-09-23,0.291876279286785,0.7959183673469388,0.08544027898866609,0.2598075585439087,0.15488837361341296
2023-10-18,0.34018325603629607,0.8366533864541833,0.0883054892601432,0.2988165845180081,0.17635119747877107
2023-10-23,0.3172361455016362,0.8435374149659864,0.09052209840991611,0.27905532965414787,0.15954855876234939
2023-11-07,0.4059555474059924,0.8570838496489054,0.053309900410076154,0.3650172127648832,0.186272805632508
2023-11-12,0.39580356696622965,0.855651384475715,0.08650519031141868,0.3574388386862142,0.17734566396921517
2023-12-02,0.4629040964017075,0.8765928906773978,0.039309683604985615,0.4319184988138142,0.18128956713721656
2023-12-07,0.4712252038788409,0.8745583038869258,0.02779029592909719,0.43962278951688627,0.18940905893621446
2023-12-17,0.5088650547413527,0.8983050847457628,0.016842105263157894,0.4859851666938842,0.19419862892624823
